title,issn_print,issn-l,apc_currency,apc_amount,
Asian Ethnicity,1463-1369,1469-2953,USD,2995,
Asian Ethnicity,1463-1369,1469-2953,GBP,2295,
Asian Ethnicity,1463-1369,1469-2953,EUR,2650,
Asian Geographer,1022-5706,2158-1762,USD,2800,
Asian Geographer,1022-5706,2158-1762,GBP,2155,
Asian Geographer,1022-5706,2158-1762,EUR,2475,
Asian Journal of Communication,0129-2986,1742-0911,USD,2995,
Asian Journal of Communication,0129-2986,1742-0911,GBP,2295,
Asian Journal of Communication,0129-2986,1742-0911,EUR,2650,
Asian Journal of Middle Eastern and Islamic Studies,2576-5949,2576-5957,USD,2995,
Asian Journal of Middle Eastern and Islamic Studies,2576-5949,2576-5957,GBP,2295,
Asian Journal of Middle Eastern and Islamic Studies,2576-5949,2576-5957,EUR,2650,
Asian Journal of Political Science,0218-5377,1750-7812,USD,2995,
Asian Journal of Political Science,0218-5377,1750-7812,GBP,2295,
Asian Journal of Political Science,0218-5377,1750-7812,EUR,2650,
Asian Journal of Technology Innovation,1976-1597,2158-6721,USD,2800,
Asian Journal of Technology Innovation,1976-1597,2158-6721,GBP,2155,
Asian Journal of Technology Innovation,1976-1597,2158-6721,EUR,2475,
Asian Journal of Women's Studies,1225-9276,2377-004X,USD,2995,
Asian Journal of Women's Studies,1225-9276,2377-004X,GBP,2295,
Asian Journal of Women's Studies,1225-9276,2377-004X,EUR,2650,
Asian Philosophy,0955-2367,1469-2961,USD,2995,
Asian Philosophy,0955-2367,1469-2961,GBP,2295,
Asian Philosophy,0955-2367,1469-2961,EUR,2650,
Asian Population Studies,1744-1730,1744-1749,USD,2995,
Asian Population Studies,1744-1730,1744-1749,GBP,2295,
Asian Population Studies,1744-1730,1744-1749,EUR,2650,
Asian Security,1479-9855,1555-2764,USD,2995,
Asian Security,1479-9855,1555-2764,GBP,2295,
Asian Security,1479-9855,1555-2764,EUR,2650,
Asian Studies Review,1035-7823,1467-8403,USD,3300,
Asian Studies Review,1035-7823,1467-8403,GBP,2540,
Asian Studies Review,1035-7823,1467-8403,EUR,2920,
Assessment & Evaluation in Higher Education,0260-2938,1469-297X,USD,3500,
Assessment & Evaluation in Higher Education,0260-2938,1469-297X,GBP,2690,
Assessment & Evaluation in Higher Education,0260-2938,1469-297X,EUR,3095,
Assessment in Education,0969-594X,1465-329X,USD,2800,
Assessment in Education,0969-594X,1465-329X,GBP,2155,
Assessment in Education,0969-594X,1465-329X,EUR,2475,
Assistive Technology: The Offical Journal of RESNA,1040-0435,1949-3614,USD,2995,
Assistive Technology: The Offical Journal of RESNA,1040-0435,1949-3614,GBP,2295,
Assistive Technology: The Offical Journal of RESNA,1040-0435,1949-3614,EUR,2650,
Astropolitics,1477-7622,1557-2943,USD,2995,
Astropolitics,1477-7622,1557-2943,GBP,2295,
Astropolitics,1477-7622,1557-2943,EUR,2650,
Atlantic Journal of Communication,1545-6870,1545-6889,USD,2995,
Atlantic Journal of Communication,1545-6870,1545-6889,GBP,2295,
Atlantic Journal of Communication,1545-6870,1545-6889,EUR,2650,
Atlantic Studies,1478-8810,1740-4649,USD,2800,
Atlantic Studies,1478-8810,1740-4649,GBP,2155,
Atlantic Studies,1478-8810,1740-4649,EUR,2475,
Atmosphere-Ocean,0705-5900,1480-9214,USD,2995,
Atmosphere-Ocean,0705-5900,1480-9214,GBP,2295,
Atmosphere-Ocean,0705-5900,1480-9214,EUR,2650,
Attachment & Human Development,1461-6734,1469-2988,USD,2995,
Attachment & Human Development,1461-6734,1469-2988,GBP,2295,
Attachment & Human Development,1461-6734,1469-2988,EUR,2650,
Auditory Perception & Cognition,2574-2442,2574-2450,USD,800,
Auditory Perception & Cognition,2574-2442,2574-2450,GBP,615,
Auditory Perception & Cognition,2574-2442,2574-2450,EUR,710,
Augmentative & Alternative Communication,0743-4618,1477-3848,USD,3300,
Augmentative & Alternative Communication,0743-4618,1477-3848,GBP,2540,
Augmentative & Alternative Communication,0743-4618,1477-3848,EUR,2920,
Australasian Journal of Engineering Education,2205-4952,1325-4340,USD,2995,
Australasian Journal of Engineering Education,2205-4952,1325-4340,GBP,2295,
Australasian Journal of Engineering Education,2205-4952,1325-4340,EUR,2650,
Australasian Journal of Environmental Management,1448-6563,2159-5356,USD,2995,
Australasian Journal of Environmental Management,1448-6563,2159-5356,GBP,2295,
Australasian Journal of Environmental Management,1448-6563,2159-5356,EUR,2650,
Australasian Journal of Philosophy,0004-8402,1471-6828,USD,2800,
Australasian Journal of Philosophy,0004-8402,1471-6828,GBP,2155,
Australasian Journal of Philosophy,0004-8402,1471-6828,EUR,2475,
Australasian Journal of Water Resources,1324-1583,2204-227X,USD,2995,
Australasian Journal of Water Resources,1324-1583,2204-227X,GBP,2295,
Australasian Journal of Water Resources,1324-1583,2204-227X,EUR,2650,
Australasian Philosophical Review,2474-0500,2474-0519,USD,2995,
Australasian Philosophical Review,2474-0500,2474-0519,GBP,2295,
Australasian Philosophical Review,2474-0500,2474-0519,EUR,2650,
Australian and New Zealand Journal of Art,1443-4318,2203-1871,USD,2995,
Australian and New Zealand Journal of Art,1443-4318,2203-1871,GBP,2295,
Australian and New Zealand Journal of Art,1443-4318,2203-1871,EUR,2650,
Australian Archaeology,0312-2417,2470-0363,USD,2995,
Australian Archaeology,0312-2417,2470-0363,GBP,2295,
Australian Archaeology,0312-2417,2470-0363,EUR,2650,
Australian Feminist Law Journal,1320-0968,2204-0064,USD,2995,
Australian Feminist Law Journal,1320-0968,2204-0064,GBP,2295,
Australian Feminist Law Journal,1320-0968,2204-0064,EUR,2650,
Australian Feminist Studies,0816-4649,1465-3303,USD,2995,
Australian Feminist Studies,0816-4649,1465-3303,GBP,2295,
Australian Feminist Studies,0816-4649,1465-3303,EUR,2650,
Australian Forestry,0004-9158,2325-6087,USD,2995,
Australian Forestry,0004-9158,2325-6087,GBP,2295,
Australian Forestry,0004-9158,2325-6087,EUR,2650,
Australian Geographer,0004-9182,1465-3311,USD,2800,
Australian Geographer,0004-9182,1465-3311,GBP,2155,
Australian Geographer,0004-9182,1465-3311,EUR,2475,
Australian Historical Studies,1031-461X,1940-5049,USD,2995,
Australian Historical Studies,1031-461X,1940-5049,GBP,2295,
Australian Historical Studies,1031-461X,1940-5049,EUR,2650,
Australian Journal of Civil Engineering,1448-8353,2204-2245,USD,2995,
Australian Journal of Civil Engineering,1448-8353,2204-2245,GBP,2295,
Australian Journal of Civil Engineering,1448-8353,2204-2245,EUR,2650,
Australian Journal of Earth Sciences,0812-0099,1440-0952,USD,2995,
Australian Journal of Earth Sciences,0812-0099,1440-0952,GBP,2295,
Australian Journal of Earth Sciences,0812-0099,1440-0952,EUR,2650,
Australian Journal of Electrical and Electronics Engineering,1448-837X,2205-362X,USD,2500,
Australian Journal of Electrical and Electronics Engineering,1448-837X,2205-362X,GBP,1925,
Australian Journal of Electrical and Electronics Engineering,1448-837X,2205-362X,EUR,2210,
Australian Journal of Forensic Sciences,0045-0618,1834-562X,USD,3300,
Australian Journal of Forensic Sciences,0045-0618,1834-562X,GBP,2540,
Australian Journal of Forensic Sciences,0045-0618,1834-562X,EUR,2920,
Australian Journal of Human Rights,1323-238X,2573-573X,USD,2995,
Australian Journal of Human Rights,1323-238X,2573-573X,GBP,2295,
Australian Journal of Human Rights,1323-238X,2573-573X,EUR,2650,
Australian Journal of International Affairs,1035-7718,1465-332X,USD,2995,
Australian Journal of International Affairs,1035-7718,1465-332X,GBP,2295,
Australian Journal of International Affairs,1035-7718,1465-332X,EUR,2650,
Australian Journal of Learning Difficulties,1940-4158,1940-4166,USD,2995,
Australian Journal of Learning Difficulties,1940-4158,1940-4166,GBP,2295,
Australian Journal of Learning Difficulties,1940-4158,1940-4166,EUR,2650,
Australian Journal of Linguistics,0726-8602,1469-2996,USD,2800,
Australian Journal of Linguistics,0726-8602,1469-2996,GBP,2155,
Australian Journal of Linguistics,0726-8602,1469-2996,EUR,2475,
Australian Journal of Maritime & Ocean Affairs,1836-6503,2333-6498,USD,2995,
Australian Journal of Maritime & Ocean Affairs,1836-6503,2333-6498,GBP,2295,
Australian Journal of Maritime & Ocean Affairs,1836-6503,2333-6498,EUR,2650,
Australian Journal of Mechanical Engineering,1448-4846,2204-2253,USD,2995,
Australian Journal of Mechanical Engineering,1448-4846,2204-2253,GBP,2295,
Australian Journal of Mechanical Engineering,1448-4846,2204-2253,EUR,2650,
Australian Journal of Multi-disciplinary Engineering,1448-8388,2204-2180,USD,2995,
Australian Journal of Multi-disciplinary Engineering,1448-8388,2204-2180,GBP,2295,
Australian Journal of Multi-disciplinary Engineering,1448-8388,2204-2180,EUR,2650,
Australian Journal of Political Science,1036-1146,1363-030X,USD,2995,
Australian Journal of Political Science,1036-1146,1363-030X,GBP,2295,
Australian Journal of Political Science,1036-1146,1363-030X,EUR,2650,
Australian Journal of Psychology,0004-9530,1742-9536,USD,2250,
Australian Journal of Psychology,0004-9530,1742-9536,GBP,1730,
Australian Journal of Psychology,0004-9530,1742-9536,EUR,1990,
Australian Journal of Structural Engineering,1328-7982,2204-2261,USD,2995,
Australian Journal of Structural Engineering,1328-7982,2204-2261,GBP,2295,
Australian Journal of Structural Engineering,1328-7982,2204-2261,EUR,2650,
Australian Planner,0729-3682,2150-6841,USD,3300,
Australian Planner,0729-3682,2150-6841,GBP,2540,
Australian Planner,0729-3682,2150-6841,EUR,2920,
Australian Psychologist,0005-0067,1742-9544,USD,2250,
Australian Psychologist,0005-0067,1742-9544,GBP,1730,
Australian Psychologist,0005-0067,1742-9544,EUR,1990,
Australian Social Work,0312-407X,1447-0748,USD,3300,
Australian Social Work,0312-407X,1447-0748,GBP,2540,
Australian Social Work,0312-407X,1447-0748,EUR,2920,
Autoimmunity,0891-6934,1607-842X,USD,3500,
Autoimmunity,0891-6934,1607-842X,GBP,2690,
Autoimmunity,0891-6934,1607-842X,EUR,3095,
Automatika,0005-1144,1848-3380,USD,390,
Automatika,0005-1144,1848-3380,GBP,300,
Automatika,0005-1144,1848-3380,EUR,345,
Autophagy,1554-8627,1554-8635,USD,3500,
Autophagy,1554-8627,1554-8635,GBP,2690,
Autophagy,1554-8627,1554-8635,EUR,3095,
Avian Pathology,0307-9457,1465-3338,USD,2995,
Avian Pathology,0307-9457,1465-3338,GBP,2295,
Avian Pathology,0307-9457,1465-3338,EUR,2650,
Azania: Archaeological Research in Africa,0067-270X,1945-5534,USD,2800,
Azania: Archaeological Research in Africa,0067-270X,1945-5534,GBP,2155,
Azania: Archaeological Research in Africa,0067-270X,1945-5534,EUR,2475,
Baltic Journal of Economics,1406-099X,2334-4385,USD,0,
Baltic Journal of Economics,1406-099X,2334-4385,GBP,0,
Baltic Journal of Economics,1406-099X,2334-4385,EUR,0,
Baptist Quarterly,0005-576X,2056-7731,USD,2800,
Baptist Quarterly,0005-576X,2056-7731,GBP,2155,
Baptist Quarterly,0005-576X,2056-7731,EUR,2475,
Basic and Applied Social Psychology,0197-3533,1532-4834,USD,2995,
Basic and Applied Social Psychology,0197-3533,1532-4834,GBP,2295,
Basic and Applied Social Psychology,0197-3533,1532-4834,EUR,2650,
Baylor University Medical Center Proceedings,0899-8280,1525-3252,USD,2995,
Baylor University Medical Center Proceedings,0899-8280,1525-3252,GBP,2295,
Baylor University Medical Center Proceedings,0899-8280,1525-3252,EUR,2650,
Bee World,0005-772X,2376-7618,USD,2995,
Bee World,0005-772X,2376-7618,GBP,2295,
Bee World,0005-772X,2376-7618,EUR,2650,
Behavioral Medicine,0896-4289,1940-4026,USD,2995,
Behavioral Medicine,0896-4289,1940-4026,GBP,2295,
Behavioral Medicine,0896-4289,1940-4026,EUR,2650,
Behavioral Sciences of Terrorism and Political Aggression,1943-4472,1943-4480,USD,2995,
Behavioral Sciences of Terrorism and Political Aggression,1943-4472,1943-4480,GBP,2295,
Behavioral Sciences of Terrorism and Political Aggression,1943-4472,1943-4480,EUR,2650,
Behavioral Sleep Medicine,1540-2002,1540-2010,USD,3500,
Behavioral Sleep Medicine,1540-2002,1540-2010,GBP,2690,
Behavioral Sleep Medicine,1540-2002,1540-2010,EUR,3095,
Behaviour & Information Technology,0144-929X,1362-3001,USD,2800,
Behaviour & Information Technology,0144-929X,1362-3001,GBP,2155,
Behaviour & Information Technology,0144-929X,1362-3001,EUR,2475,
Big Earth Data,2096-4471,2574-5417,USD,1000,
Big Earth Data,2096-4471,2574-5417,GBP,770,
Big Earth Data,2096-4471,2574-5417,EUR,885,
Bilingual Research Journal,1523-5882,1523-5890,USD,2500,
Bilingual Research Journal,1523-5882,1523-5890,GBP,1925,
Bilingual Research Journal,1523-5882,1523-5890,EUR,2210,
Bioacoustics,0952-4622,2165-0586,USD,3500,
Bioacoustics,0952-4622,2165-0586,GBP,2690,
Bioacoustics,0952-4622,2165-0586,EUR,3095,
Biocatalysis and Biotransformation,1024-2422,1029-2446,USD,3500,
Biocatalysis and Biotransformation,1024-2422,1029-2446,GBP,2690,
Biocatalysis and Biotransformation,1024-2422,1029-2446,EUR,3095,
Biocontrol Science and Technology,0958-3157,1360-0478,USD,2995,
Biocontrol Science and Technology,0958-3157,1360-0478,GBP,2295,
Biocontrol Science and Technology,0958-3157,1360-0478,EUR,2650,
Biodiversity,1488-8386,2160-0651,USD,3300,
Biodiversity,1488-8386,2160-0651,GBP,2540,
Biodiversity,1488-8386,2160-0651,EUR,2920,
Bioengineered,2165-5979,2165-5987,USD,2250,
Bioengineered,2165-5979,2165-5987,GBP,1735,
Bioengineered,2165-5979,2165-5987,EUR,1980,
Biofouling,0892-7014,1029-2454,USD,3900,
Biofouling,0892-7014,1029-2454,GBP,3000,
Biofouling,0892-7014,1029-2454,EUR,3450,
Biofuels,1759-7269,1759-7277,USD,3500,
Biofuels,1759-7269,1759-7277,GBP,2690,
Biofuels,1759-7269,1759-7277,EUR,3095,
Biological Agriculture & Horticulture,0144-8765,2165-0616,USD,3500,
Biological Agriculture & Horticulture,0144-8765,2165-0616,GBP,2690,
Biological Agriculture & Horticulture,0144-8765,2165-0616,EUR,3095,
Biological Rhythm Research,0929-1016,1744-4179,USD,2800,
Biological Rhythm Research,0929-1016,1744-4179,GBP,2155,
Biological Rhythm Research,0929-1016,1744-4179,EUR,2475,
Biomarkers,1354-750X,1366-5804,USD,3500,
Biomarkers,1354-750X,1366-5804,GBP,2690,
Biomarkers,1354-750X,1366-5804,EUR,3095,
Biomaterial Investigations in Dentistry,n/a,2641-5275,USD,650,
Biomaterial Investigations in Dentistry,n/a,2641-5275,GBP,500,
Biomaterial Investigations in Dentistry,n/a,2641-5275,EUR,575,
Bioremediation Journal,1088-9868,1547-6529,USD,2995,
Bioremediation Journal,1088-9868,1547-6529,GBP,2295,
Bioremediation Journal,1088-9868,1547-6529,EUR,2650,
Biostatistics & Epidemiology,2470-9360,2470-9379,USD,3500,
Biostatistics & Epidemiology,2470-9360,2470-9379,GBP,2690,
Biostatistics & Epidemiology,2470-9360,2470-9379,EUR,3095,
Biotechnic and Histochemistry,1052-0295,1473-7760,USD,3300,
Biotechnic and Histochemistry,1052-0295,1473-7760,GBP,2540,
Biotechnic and Histochemistry,1052-0295,1473-7760,EUR,2920,
Biotechnology & Biotechnological Equipment,1310-2818,1314-3530,USD,1200,
Biotechnology & Biotechnological Equipment,1310-2818,1314-3530,GBP,925,
Biotechnology & Biotechnological Equipment,1310-2818,1314-3530,EUR,1055,
Biotechnology and Genetic Engineering Reviews,0264-8725,2046-5556,USD,3500,
Biotechnology and Genetic Engineering Reviews,0264-8725,2046-5556,GBP,2690,
Biotechnology and Genetic Engineering Reviews,0264-8725,2046-5556,EUR,3095,
Bird Study,0006-3657,1944-6705,USD,2995,
Bird Study,0006-3657,1944-6705,GBP,2295,
Bird Study,0006-3657,1944-6705,EUR,2650,
Black Theology,1476-9948,1743-1670,USD,2800,
Black Theology,1476-9948,1743-1670,GBP,2155,
Black Theology,1476-9948,1743-1670,EUR,2475,
Blood Pressure,0803-7051,1651-1999,USD,3300,
Blood Pressure,0803-7051,1651-1999,GBP,2540,
Blood Pressure,0803-7051,1651-1999,EUR,2920,
"Body, Movement & Dance in Psychotherapy",1743-2979,1743-2987,USD,2995,
"Body, Movement & Dance in Psychotherapy",1743-2979,1743-2987,GBP,2295,
"Body, Movement & Dance in Psychotherapy",1743-2979,1743-2987,EUR,2650,
Botany Letters,2381-8107,2381-8115,USD,2995,
Botany Letters,2381-8107,2381-8115,GBP,2295,
Botany Letters,2381-8107,2381-8115,EUR,2650,
Brain Injury,0269-9052,1362-301X,USD,3500,
Brain Injury,0269-9052,1362-301X,GBP,2690,
Brain Injury,0269-9052,1362-301X,EUR,3095,
Brain-Computer Interfaces,2326-263X,2326-2621,USD,2995,
Brain-Computer Interfaces,2326-263X,2326-2621,GBP,2295,
Brain-Computer Interfaces,2326-263X,2326-2621,EUR,2650,
British Journal for the History of Mathematics,2637-5451,2637-5494,USD,2995,
British Journal for the History of Mathematics,2637-5451,2637-5494,GBP,2295,
British Journal for the History of Mathematics,2637-5451,2637-5494,EUR,2650,
British Journal for the History of Philosophy,0960-8788,1469-3526,USD,3300,
British Journal for the History of Philosophy,0960-8788,1469-3526,GBP,2540,
British Journal for the History of Philosophy,0960-8788,1469-3526,EUR,2920,
British Journal of Biomedical Science,0967-4845,0967-4845,USD,3500,
British Journal of Biomedical Science,0967-4845,0967-4845,GBP,2690,
British Journal of Biomedical Science,0967-4845,0967-4845,EUR,3095,
British Journal of Educational Studies,0007-1005,1467-8527,USD,2800,
British Journal of Educational Studies,0007-1005,1467-8527,GBP,2155,
British Journal of Educational Studies,0007-1005,1467-8527,EUR,2475,
British Journal of Guidance & Counselling,0306-9885,1469-3534,USD,2995,
British Journal of Guidance & Counselling,0306-9885,1469-3534,GBP,2295,
British Journal of Guidance & Counselling,0306-9885,1469-3534,EUR,2650,
British Journal of Middle Eastern Studies,1353-0194,1469-3542,USD,2995,
British Journal of Middle Eastern Studies,1353-0194,1469-3542,GBP,2295,
British Journal of Middle Eastern Studies,1353-0194,1469-3542,EUR,2650,
British Journal of Neurosurgery,0268-8697,1360-046X,USD,3300,
British Journal of Neurosurgery,0268-8697,1360-046X,GBP,2540,
British Journal of Neurosurgery,0268-8697,1360-046X,EUR,2920,
British Journal of Religious Education,0141-6200,1740-7931,USD,2995,
British Journal of Religious Education,0141-6200,1740-7931,GBP,2295,
British Journal of Religious Education,0141-6200,1740-7931,EUR,2650,
British Journal of Sociology of Education,0142-5692,1465-3346,USD,3500,
British Journal of Sociology of Education,0142-5692,1465-3346,GBP,2690,
British Journal of Sociology of Education,0142-5692,1465-3346,EUR,3095,
British Poultry Abstracts,1746-6202,1746-6210,USD,0,
British Poultry Abstracts,1746-6202,1746-6210,GBP,0,
British Poultry Abstracts,1746-6202,1746-6210,EUR,0,
British Poultry Science,0007-1668,1466-1799,USD,2800,
British Poultry Science,0007-1668,1466-1799,GBP,2155,
British Poultry Science,0007-1668,1466-1799,EUR,2475,
