issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0270-4137,The Prostate,,https://onlinelibrary.wiley.com/page/journal/10970045/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10970045/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10970045,,,,,,,,,https://www.wikidata.org/wiki/Q7758608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0029-5981,International journal for numerical methods in engineering,,https://onlinelibrary.wiley.com/page/journal/10970207/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/10970207/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10970207,,,,,,,,,https://www.wikidata.org/wiki/Q15765526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124-318X,European transactions on telecommunications,TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,https://onlinelibrary.wiley.com/page/journal/21613915/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/21613915/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/21613915,,,,,,,,,https://www.wikidata.org/wiki/Q59556493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0162-5098,Crops and soils magazine,,,https://acsess.onlinelibrary.wiley.com/journal/23253606/editorial-board/editorial-board,,https://onlinelibrary.wiley.com/journal/23253606,,American Society of Agronomy,,,https://www.agronomy.org/,,,,https://www.wikidata.org/wiki/Q96703603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003-3146,Die angewandte makromolekulare Chemie (Print),,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96326190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0193-9416,New directions for mental health services,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27712145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049-1573,Stat,,https://onlinelibrary.wiley.com/page/journal/20491573/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20491573/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20491573,,International Statistical Institute,,,http://www.isi-web.org/,,,,https://www.wikidata.org/wiki/Q27726638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0884-3996,Journal of bioluminescence and chemiluminescence,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q6703272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036-8423,Science news,,,,https://www.facebook.com/ScienceNewsJournal,,,,,,,,,https://twitter.com/sciencenews?lang=en,https://www.wikidata.org/wiki/Q2313730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0932-8351,Bautechnik,,http://www.ernst-und-sohn.de/en/bautechnik?tab=autoren#rs,https://onlinelibrary.wiley.com/page/journal/14370999/homepage/2091_edbd.html,,https://onlinelibrary.wiley.com/journal/14370999,,,,,,,,,https://www.wikidata.org/wiki/Q15763588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050-0505,Energy science & engineering,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q50815269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002-8231,Journal of the American Society for Information Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688-819X,SmartMat,,,,https://www.facebook.com/pages/category/Magazine/SmartMat-108957600923851/,,,,,,,,,https://twitter.com/smartmat2?lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574-4593,Journal of cutaneous immunology and allergy,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96713263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525-7878,Board & administrator for administrators only,,,,,https://onlinelibrary.wiley.com/journal/19493215,,,,,,,,,https://www.wikidata.org/wiki/Q59556503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360-8905,Journal of polymer science,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96329094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520-6424,Electronics and communications in Japan,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15760436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0171-5445,Bauphysik,,http://www.ernst-und-sohn.de/en/bauphysik?tab=autoren#rs,https://onlinelibrary.wiley.com/page/journal/14370980/homepage/2094_edbd.html,,https://onlinelibrary.wiley.com/journal/14370980,,,,,,,,,https://www.wikidata.org/wiki/Q59556363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069-8299,Communications in numerical methods in engineering,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15750995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868-1743,Molecular informatics,,https://onlinelibrary.wiley.com/page/journal/18681751/homepage/2022_authors.html,https://onlinelibrary.wiley.com/page/journal/18681751/homepage/2022_edbd.html,,https://onlinelibrary.wiley.com/journal/18681751,,,,,,,,,https://www.wikidata.org/wiki/Q3319476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0969-3866,Business change & re-engineering,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96698687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0015-038X,"Fette, Seifen, Anstrichmittel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570-4206,ChemSystemsChem,,https://chemistry-europe.onlinelibrary.wiley.com/hub/journal/25704206/author-guidelines,https://chemistry-europe.onlinelibrary.wiley.com/hub/journal/25704206/editorial-board,,https://chemistry-europe.onlinelibrary.wiley.com/journal/25704206,,,,,,,,https://twitter.com/chemsystemschem,https://www.wikidata.org/wiki/Q59554204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527-8395,The Brown University child and adolescent psychopharmacology update,,,https://onlinelibrary.wiley.com/page/journal/15567567/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15567567,,,,,,,,,https://www.wikidata.org/wiki/Q59556512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617-7061,Proceedings in applied mathematics and mechanics,,https://onlinelibrary.wiley.com/page/journal/16177061/homepage/2130_authorguidelines.html,,,https://onlinelibrary.wiley.com/journal/16177061,,Gesellschaft für angewandte Mathematik und Mechanik,,,https://www.gamm-ev.de,,,,https://www.wikidata.org/wiki/Q27723069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397-3293,Transactions of the Laboratory Club,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96738318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091-9578,Plastics engineering,,https://onlinelibrary.wiley.com/page/journal/19419635/homepage/author-guidelines,,,https://onlinelibrary.wiley.com/journal/19419635,,,,,,,,,https://www.wikidata.org/wiki/Q63871865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932-8621,Personality and mental health,,https://onlinelibrary.wiley.com/page/journal/1932863x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1932863x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1932863X,,Centre for Health and Justice,,,https://www.institutemh.org.uk/-about-us-/our-units/centre-for-health-and-justice/171-centre-for-health-and-justice,,,,https://www.wikidata.org/wiki/Q7170650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0097-966X,Digest of technical papers,SID's Digest of Technical Papers,,,,https://onlinelibrary.wiley.com/journal/21680159,,Society for Information Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035-9009,Quarterly journal of the Royal Meteorological Society,,https://rmets.onlinelibrary.wiley.com/hub/journal/1477870X/about/author-guidelines,https://rmets.onlinelibrary.wiley.com/hub/journal/1477870X/editorial-board/editorial-board,,https://rmets.onlinelibrary.wiley.com/journal/1477870X,,Royal Meteorological Society,,,https://www.rmets.org/,,,,https://www.wikidata.org/wiki/Q15746388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0366-8320,"Chemische Umschau auf dem Gebiete der Fette, Öle, Wachse und Harze",,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q106115903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366-7478,Advanced biosystems,,https://onlinelibrary.wiley.com/page/journal/27010198/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/27010198/homepage/2771_edbd.html,,https://onlinelibrary.wiley.com/journal/27010198,,,,,,,,,https://www.wikidata.org/wiki/Q59554139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0742-3497,The Nonprofit counsel,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96737387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936-5209,Journal of plant registrations,,,,,,,,,,,,,https://twitter.com/plantreg?lang=en,https://www.wikidata.org/wiki/Q2207654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069-4730,Journal of engineering education,,https://onlinelibrary.wiley.com/page/journal/21689830/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/21689830/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/21689830,,,,,,,,,https://www.wikidata.org/wiki/Q15793504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003-3804,Annalen der Physik,,,https://onlinelibrary.wiley.com/page/journal/15213889/homepage/2257_edbd.html,,https://onlinelibrary.wiley.com/journal/15213889,,,,,,,,,https://www.wikidata.org/wiki/Q275655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478-1239,GastroHhep.com,,https://onlinelibrary.wiley.com/page/journal/14781239/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14781239/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14781239,,,,,,,,,https://www.wikidata.org/wiki/Q96321079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055-2335,Journal of pharmacy practice and research,,https://onlinelibrary.wiley.com/page/journal/20552335/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20552335/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20552335,,Society of Hospital Pharmacists of Australia,,,http://www.shpa.org.au/,,,https://twitter.com/thejppr,https://www.wikidata.org/wiki/Q15760232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0739-4098,Mediation quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0362-0972,Information display,,https://onlinelibrary.wiley.com/page/journal/2637496x/homepage/author-guidelines,,,https://onlinelibrary.wiley.com/journal/2637496X,,Society for Information Display,,,http://sid.org/Login.aspx,,,,https://www.wikidata.org/wiki/Q27723663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617-1619,JCSM rapid communications,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96709673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552-4973,Journal of biomedical materials research,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B: APPLIED BIOMATERIALS,https://onlinelibrary.wiley.com/page/journal/15524981/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15524981/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15524981,,Society For Biomaterials,,,http://biomaterials.org/,,,,https://www.wikidata.org/wiki/Q6294852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096-4762,Thunderbird international business review,,https://onlinelibrary.wiley.com/page/journal/15206874/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15206874/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15206874,,,,,,,,,https://www.wikidata.org/wiki/Q15752051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193-5807,Asian journal of organic chemistry,,https://onlinelibrary.wiley.com/page/journal/21935815/homepage/2157_authors.html,https://onlinelibrary.wiley.com/page/journal/21935815/homepage/2157_edbd.html,https://www.facebook.com/AsianJOrgChem/,https://onlinelibrary.wiley.com/journal/21935815,,Asian Chemical Editorial Society,,,http://www.aces-chemistry-society-publishing.org/,,,,https://www.wikidata.org/wiki/Q27725625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-7442,Environmental progress & sustainable energy,,https://aiche.onlinelibrary.wiley.com/hub/journal/19447450/homepage/forauthors.html,https://aiche.onlinelibrary.wiley.com/hub/journal/19447450/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0006-3452,Biometrische Zeitschrift (1959),,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27709368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0273-5326,Performance & instruction,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96724682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0749-1581,Magnetic resonance in chemistry,,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/1097458xa/homepage/forauthors.html,https://analyticalsciencejournals.onlinelibrary.wiley.com/hub/journal/1097458xa/homepage/editorialboard.html,https://www.facebook.com/MagnResonChem/,https://analyticalsciencejournals.onlinelibrary.wiley.com/journal/1097458xa,,,,,,,,https://twitter.com/magnresonchem,https://www.wikidata.org/wiki/Q3277097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861-471X,Chemistry - an Asian journal,,,https://onlinelibrary.wiley.com/page/journal/1861471x/homepage/2451_edbd.html,,https://onlinelibrary.wiley.com/journal/1861471X,,,,,,,,,https://www.wikidata.org/wiki/Q2962570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002-9122,American journal of botany,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2664693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0737-1764,AAHE-ERIC/higher education research report,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96695538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472-0817,Journal of consumer behaviour,,https://onlinelibrary.wiley.com/page/journal/14791838/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14791838/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14791838,,,,,,,,,https://www.wikidata.org/wiki/Q15755829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0953-1513,Learned publishing,,https://onlinelibrary.wiley.com/page/journal/17414857/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17414857/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17414857,,,,,,,,,https://www.wikidata.org/wiki/Q13748647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573-8461,Advances in cell and gene therapy,,https://onlinelibrary.wiley.com/page/journal/25738461/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/25738461/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/25738461,,,,,,,,,https://www.wikidata.org/wiki/Q59554238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056-4538,The journal of pathology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q400296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688-1152,Journal of the American College of Emergency Physicians Open,,,,,,,,,,,,,https://twitter.com/jacepopen?lang=en,https://www.wikidata.org/wiki/Q96319323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0360-6376,Journal of polymer science,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q53952868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122-8385,Journal of structural control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0866-7144,Tạp chí Hóa học,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96734050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059-3031,World employment and social outlook,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96733514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095-9863,The journal of clinical pharmacology and the journal of new drugs,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27711678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547-8343,Mergent's handbook of common stocks,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96729540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045-7634,Cancer medicine,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27724564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0012-0065,Mitteilungen der Deutschen Entomologischen Gesellschaft,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96730490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0044-2402,Zeitschrift für Chemie,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q53971995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934-8258,Current protocols in human genetics,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q26842512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190-460X,Wiley interdisciplinary reviews,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27723872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756-9338,Environmental policy and governance,,,https://onlinelibrary.wiley.com/page/journal/17569338/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17569338,,International Sustainable Development Research Society (ISDRS),,,http://isdrs.org/,,,,https://www.wikidata.org/wiki/Q15755628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688-4046,Small science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0319-5724,Canadian journal of statistics,,https://onlinelibrary.wiley.com/page/journal/1708945x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1708945x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1708945X,,,,,,,,,https://www.wikidata.org/wiki/Q15759545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940-5529,Developmental disabilities research reviews,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q19599676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021-8855,Journal of applied behavior analysis,,https://onlinelibrary.wiley.com/page/journal/19383703/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19383703/homepage/editorialboard.html,https://www.facebook.com/pages/category/Interest/The-Journal-of-Applied-Behavior-Analysis-JABA-129340453756826/,https://onlinelibrary.wiley.com/journal/19383703,,The Society for the Experimental Analysis of Behavior (SEAB),,,,,,,https://www.wikidata.org/wiki/Q6294768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0424-7760,Electrical engineering in Japan,,https://onlinelibrary.wiley.com/page/journal/15206416/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15206416/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15206416,,,,,,,,,https://www.wikidata.org/wiki/Q15762801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438-5163,Single molecules,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96333693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099-176X,The journal of mental health policy and economics,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15760132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0898-5952,Performance improvement quarterly,,https://onlinelibrary.wiley.com/page/journal/19378327/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19378327/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19378327,,International Society for Performance Improvement,,,http://www.ispi.org/,,,,https://www.wikidata.org/wiki/Q15750211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862-6300,Physica status solidi,Physica status solidi (a),https://onlinelibrary.wiley.com/page/journal/18626319/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/18626319/homepage/edbd.html,,https://onlinelibrary.wiley.com/journal/18626319,,,,,,,,,https://www.wikidata.org/wiki/Q2032547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692-4560,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162-3279,Brain and behavior,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q20708466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613-7728,Laser-Technik-Journal,,,,https://www.facebook.com/LaserTechnikJournal/,,,,,,,,,https://twitter.com/LaserJournal,https://www.wikidata.org/wiki/Q96724311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058-8388,Developmental dynamics,,https://anatomypubs.onlinelibrary.wiley.com/hub/journal/10970177/homepage/forauthors.html,https://anatomypubs.onlinelibrary.wiley.com/hub/journal/10970177/homepage/editorialboard.html,https://www.facebook.com/pg/developmental.dynamics/,https://onlinelibrary.wiley.com/journal/10970177,,American Association for Anatomy (AAA),,,http://www.anatomy.org/,,,,https://www.wikidata.org/wiki/Q59752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0263-8371,Changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475-4455,Plant direct,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q73379286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0370-1972,Physica status solidi,physica status solidi (b),https://onlinelibrary.wiley.com/page/journal/15213951/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/15213951/homepage/edbd.html,,https://onlinelibrary.wiley.com/journal/15213951,,,,,,,,,https://www.wikidata.org/wiki/Q2689012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168-0450,Applications in plant sciences,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27724431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932-2135,Asia-Pacific journal of chemical engineering,,https://onlinelibrary.wiley.com/page/journal/19322143/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19322143/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19322143,,,,,,,,,https://www.wikidata.org/wiki/Q4806251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
